HTR4	Q13639
CTAG2	O75638
LRGUK	Q96M69
LEAP2	Q969E1
FAM208B	Q5VWN6
FAM208A	Q9UK61
TSPAN12	O95859
TSPAN11	A1L157
TSPAN10	Q9H1Z9
TAGAP	Q8N103
CEP290	O15078
APAF1	O14727
CEP295	Q9C0D2
FAM207A	Q9NSI2
SEZ6L	Q9BYH1
HAND2	P61296
HAND1	O96004
CYP4Z2P	Q8N1L4
PBXIP1	Q96AQ6
TSPAN33	Q86UF1
TSPAN31	Q12999
KCTD20	Q7Z5Y7
KCTD21	Q4G0X4
MARCKSL1	P49006
MID1IP1	Q9NPA3
SYT16	Q17RD7
KIAA1549L	Q6ZVL6
SYT15	Q9BQS2
SYT14	Q8NB59
FAM209A	Q5JX71
SYT13	Q7L8C5
REC8	O95072
SYT17	Q9BSW7
SUGCT	Q9HAC7
TSPAN15	O95858
TSPAN14	Q8NG11
MGAM2	Q2M2H8
TSPAN13	O95857
SYT12	Q8IV01
SYT11	Q9BT88
TSPAN18	Q96SJ8
SYT10	Q6XYQ8
TSPAN17	Q96FV3
PIK3AP1	Q6ZUJ8
RECK	O95980
DMGDH	Q9UI17
SMARCAL1	Q9NZC9
OR5B3	Q8NH48
OR5B2	Q96R09
KCTD19	Q17RG1
KCTD10	Q9H3F6
KCTD13	Q8WZ19
KCTD14	Q9BQ13
KCTD11	Q693B1
KCTD12	Q96CX2
MGARP	Q8TDB4
KCTD17	Q8N5Z5
BCORL1	Q5H9F3
OR5A2	Q8NGI9
KCTD18	Q6PI47
OR5A1	Q8NGJ0
KCTD15	Q96SI1
KCTD16	Q68DU8
LPAR1	Q92633
LPAR2	Q9HBW0
LPAR3	Q9UBY5
LPAR4	Q99677
MBTD1	Q05BQ5
CEP192	Q8TEP8
STAT5A	P42229
DMAC2L	Q99766
STAT5B	P51692
REG4	XP_006711004
OSGIN1	Q9UJX0
OSGIN2	Q9Y236
NTAN1	Q96AB6
AIMP1	Q12904
AIMP2	Q13155
LPAR5	Q9H1C0
LPAR6	P43657
KYAT3	Q6YP21
KYAT1	Q16773
MRAP2	Q96G30
SUGP2	Q8IX01
SUGP1	Q8IWZ8
IL21	Q9HBE4
IL22	Q9GZX6
OR5G3	P0C626
IL20	Q9NYY1
IL25	Q9H293
IL26	Q9NPH9
IL24	Q13007
IL27	Q8NEV9
B3GNTL1	Q67FW5
SPTAN1	Q13813
OXGR1	Q96P68
IL10	P22301
IL11	P20809
OR5F1	O95221
ATMIN	O43313
IL15	P40933
PABPC4	Q13310
IL13	P35225
PABPC5	Q96DU9
IL18	Q14116
IL19	Q9UHD0
IL16	Q14005
IL1A	P01583
FAM45BP	Q6NSW5
IL1B	P01584
PABPC3	Q9H361
PABPC1	P11940
TAGLN	Q01995
RELA	Q04206
RELB	Q01201
REM1	O75628
RELN	P78509
PDZD11	Q5EBL8
MGAT5	Q09328
MGAT3	Q09327
MGAT1	P26572
MGAT2	Q10469
XDH	P47989
RELT	Q969Z4
REM2	Q8IYK8
IL32	P24001
IL33	O95760
IL31	Q6EBC2
IL37	Q9NZH6
IL34	Q6ZMJ4
VEGFB	P49765
VEGFC	P49767
VEGFD	O43915
VEGFA	P15692
KITLG	P21583
HNRNPA2B1	P22626
AGGF1	Q8N302
OR5C1	Q8NGR4
OR5K4	A6NMS3
OR5K3	A6NET4
OR5K2	Q8NHB8
OR5K1	Q8NHB7
TMEM260	Q9NX78
TMEM262	E9PQX1
TMEM263	Q8WUH6
TMEM266	Q2M3C6
TMEM267	Q0VDI3
TMEM268	Q5VZI3
IL6R	P08887
GEN1	Q17RS7
TPTE2	Q6XPS3
IL4R	P24394
OR5J2	Q8NH18
TMEM252	Q8N6L7
TMEM253	P0C7T8
TMEM254	Q8TBM7
TMEM256	Q8N2U0
TMEM258	P61165
TMEM259	Q4ZIN3
OR5I1	Q13606
CACNA1B	Q00975
CACNA1A	O00555
CACNA1D	Q01668
CACNA1C	Q13936
CACNA1F	O60840
HOXB13	Q92826
CACNA1E	Q15878
CACNA1H	O95180
TMEM241	Q24JQ0
CACNA1G	O43497
TMEM242	Q9NWH2
TMEM243	Q9BU79
C8orf48	Q96LL4
CACNA1I	Q9P0X4
H2BFM	P0C1H6
SNTG2	Q9NY99
TMEM245	Q9H330
TMEM246	Q9BRR3
SNTG1	Q9NSN8
TMEM248	Q9NWD8
CACNA1S	Q13698
OR5H8	P0DN80
OR5H6	Q8NGV6
PDHA2	P29803
VCAM1	P19320
PDHA1	P08559
OR5H2	Q8NGV7
OR5H1	A6NKK0
H2BFS	P57053
C8orf33	Q9H7E9
C8orf34	Q49A92
TJAP1	Q5JTD0
TMEM230	Q96A57
TMEM231	Q9H6L2
C8orf37	Q96NL8
TMEM232	C9JQI7
TMEM234	Q8WY98
TMEM236	Q5W0B7
TMEM237	Q96Q45
TMEM239	Q8WW34
MANSC1	Q9H8J5
MXD1	Q05195
IL7R	P16871
MXD3	Q9BW11
MXD4	Q14582
RERE	Q9P2R6
PHTF2	Q8N3S3
PHTF1	Q9UMS5
RERG	Q96A58
TMEM220	Q6QAJ8
TMEM222	Q9H0R3
TMEM223	A0PJW6
TMEM225	Q6GV28
SNTA1	Q13424
GET4	Q7L5D6
C8orf59	Q8N0T1
TMEM212	NP_001157908
TMEM213	A2RRL7
SETBP1	Q9Y6X0
TMEM214	Q6NUQ4
RER1	O15258
TMEM216	Q9P0N5
TMEM218	A2RU14
TMEM219	Q86XT9
IL9R	Q01113
OR5M9	Q8NGP3
OR5M8	Q8NGP6
OR5M3	Q8NGP4
OR5M1	Q8NGP8
C8orf82	Q6P1X6
RETN	Q9HD89
TMEM201	Q5SNT2
TMEM203	Q969S6
PABPN1	Q86U42
TMEM205	Q6UW68
MKNK1	Q9BUB5
MXI1	P50539
TMEM206	Q9H813
MKNK2	Q9HBH9
TMEM207	Q6UWW9
TMEM208	Q9BTX3
TMEM209	Q96SK2
IGKV5-2	P06315
ZNF804B	A4D1E1
OR5L2	Q8NGL0
ZNF804A	Q7Z570
OR5L1	Q8NGL2
C8orf74	Q6P047
C8orf76	Q96K31
REST	Q13127
KRAS	P01116
SUGT1	Q9Y2Z0
SNTB1	Q13884
SNTB2	Q13425
EMC10	Q5UCC4
NYNRIN	Q9P2P1
REV1	Q9UBZ9
GTPBP6	O43824
SCRIB	Q14160
GTPBP8	Q8N3Z3
GTPBP2	Q9BX10
GTPBP1	O00178
GTPBP4	Q9BZE4
GTPBP3	Q969Y2
PLEKHS1	Q5SXH7
CTBP2	P56545
CTBP1	Q13363
XPA	P23025
XPC	Q01831
PCDHA1	Q9Y5I3
PCDHA5	Q9Y5H7
PCDHA4	Q9UN74
GSG1L	Q6UXU4
PCDHA3	Q9Y5H8
PCDHA2	Q9Y5H9
PCDHA9	Q9Y5H5
PCDHA8	Q9Y5H6
PCDHA7	Q9UN72
PCDHA6	Q9UN73
TPRG1	Q6ZUI0
SETD1B	Q9UPS6
SETD1A	O15047
PCDHB2	Q9Y5E7
PCDHB1	Q9Y5F3
PCDHB6	Q9Y5E3
PCDHB5	Q9Y5E4
PCDHB4	Q9Y5E5
MMS19	Q96T76
PCDHB3	Q9Y5E6
PCDHB9	Q9Y5E1
PCDHB8	Q9UN66
PCDHB7	Q9Y5E2
KRI1	Q8N9T8
SPOUT1	Q5T280
TAF7L	Q5H9L4
PLEKHN1	Q494U1
TERF1	P54274
TERF2	Q15554
FAM210B	Q96KR6
TAF6L	Q9Y6J9
FAM210A	Q96ND0
AEBP2	Q6ZN18
PLEKHO1	Q53GL0
PLEKHO2	Q8TD55
CDC123	O75794
NDUFA4L2	Q9NRX3
FAM214B	Q7L5A3
FAM214A	Q32MH5
TAF9B	Q9HBM6
RUNX1T1	Q06455
YTHDF1	Q9BYJ9
YTHDF2	Q9Y5A9
YTHDF3	Q7Z739
MKLN1	Q9UL63
TMEM39A	Q9NV64
TMEM39B	Q9GZU3
SCRG1	O75711
CEP126	Q9P2H0
MTFMT	Q96DP5
TXNL4B	Q9NX01
PLXND1	Q9Y4D7
CEP120	Q8N960
CDC14C	A4D256
VIRMA	Q69YN4
CDC14A	Q9UNH5
CDC14B	O60729
CEP128	Q6ZU80
FAM216A	Q8WUB2
SALL1	Q9NSC2
SALL2	Q9Y467
SALL3	Q9BXA9
SALL4	Q9UJQ4
PHYHD1	Q5SRE7
PLXNC1	O60486
TXNL4A	P83876
PLEKHJ1	Q9NW61
RARS2	Q5T160
TLE4	Q04727
TLE3	Q04726
TLE2	Q04725
SNRPN	P63162
CEP135	Q66GS9
TLE1	Q04724
HARBI1	Q96MB7
CEP131	Q9UPN4
SPICE1	Q8N0Z3
VRK1	Q99986
VRK2	Q86Y07
VRK3	Q8IV63
ILF2	Q12905
TLE6	Q9H808
FAM215A	Q9Y5M1
ILF3	Q12906
LTB4R2	Q9NPC1
SNRPG	P62308
SNRPE	P62304
SNRPF	P62306
SNRPC	P09234
SNRPA	P09012
SNRPB	P14678
CEP104	O60308
FAM114A1	Q8IWE2
FAM114A2	Q9NRY5
FAM218A	Q96MZ4
AEBP1	Q8IUX7
KIAA0556	O60303
DDRGK1	Q96HY6
PLXNA2	O75051
PLXNA1	Q9UIW2
PLXNA4	Q9HCM2
PLXNA3	P51805
SEC16B	Q96JE7
CEP112	Q8N8E3
SEC16A	O15027
FAM217A	Q8IXS0
FAM217B	Q9NTX9
GFAP	P14136
LRFN3	Q9BTN0
LRFN2	Q9ULH4
LRFN4	Q6PJG9
LRFN1	Q9P244
PLXNB3	Q9ULL4
PLEKHM1	Q9Y4G2
PLEKHM2	Q8IWE5
PLXNB2	O15031
PLXNB1	O43157
PLEKHM3	Q6ZWE6
PLEKHF2	Q9H8W4
PLEKHF1	Q96S99
CEP164	Q9UPV0
PIK3C2G	O75747
PIK3C2A	O00443
PIK3C2B	O00750
SCRN1	Q12765
SCRN3	Q0VDG4
SCRN2	Q96FV2
TLK2	Q86UE8
TLK1	Q9UKI8
CEP170	Q5SW79
PLEKHG3	A1L390
RFC5	P40937
PLEKHG4	Q58EX7
RFC3	P40938
PLEKHG1	Q9ULL1
RFC4	P35249
PLEKHG2	Q9H7P9
RFC1	P35251
PLEKHG7	Q6ZR37
RFC2	P35250
CEMIP2	Q9UHN6
PLEKHG5	O94827
PLEKHG6	Q3KR16
KRTAP19-2	Q3LHN2
KRTAP19-1	Q8IUB9
FAM219B	Q5XKK7
KRTAP19-4	Q3LI73
FAM219A	Q8IW50
KRTAP19-3	Q7Z4W3
KRTAP19-6	Q3LI70
KRTAP19-5	Q3LI72
KRTAP19-7	Q3SYF9
MTFR1	Q15390
MTFR2	Q6P444
PLEKHH2	Q8IVE3
PLEKHH3	Q7Z736
MTFP1	Q9UDX5
P2RY8	Q86VZ1
P2RY6	Q15077
P2RY4	P51582
P2RY2	P41231
P2RY1	P47900
RFFL	Q8WZ73
SEC11A	P67812
PLEKHH1	Q9ULM0
SEC11C	Q9BY50
KRR1	Q13601
CEP152	O94986
TPRKB	Q9Y3C4
SNX29P2	Q8IUI4
GFER	P55789
P2RX7	Q99572
P2RX6	O15547
P2RX5	Q93086
P2RX4	Q99571
P2RX3	P56373
P2RX2	Q9UBL9
KIAA0586	Q9BVV6
P2RX1	P51575
CEP162	Q5TB80
TLL2	Q9Y6L7
TLL1	O43897
GFI1	Q99684
DZIP1L	Q8IYY4
CIAO2A	Q9H5X1
CIAO2B	Q9Y3D0
VRTN	Q9H8Y1
IL15RA	Q13261
KRT4	P19013
KRT3	P12035
KRT2	P35908
KRT1	P04264
KRT8	P05787
KRT7	P08729
FLT3LG	P49771
KRT5	P13647
KRT9	P35527
TLN2	Q9Y4G6
TLN1	Q9Y490
SPTBN4	Q9H254
SPTBN5	Q9NRC6
FUT10	Q6P4F1
FUT11	Q495W5
HTATSF1	O43719
SPTBN1	Q01082
SPTBN2	O15020
SETDB1	Q15047
SETDB2	Q96T68
TPRX1	Q8N7U7
OR4E2	Q8NGC2
GFM1	Q96RP9
OR4E1	P0C645
GFM2	Q969S9
LIMD1	Q9UGP4
LIMD2	Q9BT23
SH3PXD2A	Q5TCZ1
SH3PXD2B	A1X283
SOSTDC1	Q6X4U4
OR4D9	Q8NGE8
OR4D6	Q8NGJ1
OR4D5	Q8NGN0
PSENEN	Q9NZ42
OR4D2	P58180
IZUMO3	Q5VZ72
OR4D1	Q15615
IZUMO2	Q6UXV1
IZUMO4	Q1ZYL8
IZUMO1	Q8IYV9
CBFA2T2	O43439
CBFA2T3	O75081
LIME1	Q9H400
TLR1	Q15399
TLR9	Q9NR96
TLR8	Q9NR97
TLR7	Q9NYK1
TLR6	Q9Y2C9
OR4C6	Q8NH72
TLR5	O60602
VGLL2	Q8N8G2
OR4C5	Q8NGB2
TLR4	O00206
VGLL1	Q99990
TLR3	O15455
VGLL4	Q14135
OR4C3	Q8NH37
TLR2	O60603
VGLL3	A8MV65
RFNG	Q9Y644
PHYHIP	Q92561
LIMA1	Q9UHB6
KIAA0513	O60268
APBB2	Q92870
APBB1	O00213
APBB3	O95704
OR4B1	Q8NGF8
SORBS2	O94875
SORBS1	Q9BX66
SORBS3	O60504
OR4A8	P0C604
APBA1	Q02410
OR4A5	Q8NH83
APBA3	O96018
APBA2	Q99767
TPSB2	P20231
RASEF	Q8IZ41
HOXA13	P31271
HOXA11	P31270
HOXA10	P31260
HCFC1R1	Q9NWW0
COTL1	Q14019
TMEM38A	Q9H6F2
TMEM38B	Q9NVV0
MIGA2	Q7L4E1
MIGA1	Q8NAN2
ANXA13	P27216
NOSIP	Q9Y314
ANXA11	P50995
ANXA10	Q9UJ72
LZTFL1	Q9NQ48
MYCL	P12524
MYCN	P04198
EFNA5	P52803
EFNA4	P52798
EFNB2	P52799
EFNB1	P98172
EFNB3	Q15768
OR4F6	Q8NGB9
OR4F5	Q8NH21
OR4F4	Q96R69
OR4F3	Q6IEY1
EFNA1	P20827
EFNA3	P52797
EFNA2	O43921
TLX3	O43711
TLX2	O43763
TLX1	P31314
MYF6	P23409
PI4KA	P42356
DYNLRB2	Q8TF09
PI4KB	Q9UBF8
DYNLRB1	Q9NP97
TMEM35A	Q53FP2
MYF5	P13349
TMEM35B	Q8NCS4
MEGF10	Q96KG7
MEGF11	A6BM72
OR4M2	Q8NGB6
OR4M1	Q8NGD0
H2AFJ	Q9BTM1
H2AFY	O75367
H2AFZ	P0C0S5
AKTIP	Q9H8T0
H2AFX	P16104
H2AFV	Q71UI9
OR4L1	Q8NH43
MYH1	P12882
MYH2	Q9UKX2
MYH3	P11055
RASA3	Q14644
RASA4	O43374
RASA1	P20936
RASA2	Q15283
RFT1	Q96AA3
MYH8	P13535
MYH9	P35579
MYH4	Q9Y623
MYH6	P13533
MYH7	P12883
OR4K5	Q8NGD3
BRAT1	Q6PJG6
OR4K3	Q96R72
OR4K2	Q8NGD2
OR4K1	Q8NGD4
CIART	Q8N365
RASD2	Q96D21
RASD1	Q9Y272
TMEM30A	Q9NV96
TMEM30B	Q3MIR4
LIMK2	P53671
LIMK1	P53667
ANXA2R	Q3ZCQ2
KISS1	Q15726
GHITM	Q9H3K2
FZD10	Q9ULW2
MYLK	Q15746
XYLB	O75191
RFX2	P48378
RFX3	P48380
RFX1	P22670
OR6T1	Q8NGN1
MYL4	P12829
MYL5	Q02045
MYL6	P60660
MYL7	Q01449
RFX6	Q8HWS3
MYL1	P05976
RFX7	Q2KHR2
MYL2	P10916
RFX4	Q33E94
MYL3	P08590
RFX5	P48382
MYL9	P24844
MYNN	Q9NPC7
GABARAP	O95166
OR6S1	Q8NH40
IL22RA2	Q969J5
HSD11B1	P28845
HSD11B2	P80365
MYO6	Q9UM54
OR8B12	Q8NGG6
TMA7	Q9Y2S6
SNUPN	O95149
IL22RA1	Q8N6P7
LYPD6B	Q8NI32
NOSTRIN	Q8IVI9
DGAT2L7P	Q6IED9
MYPN	Q86TC9
VSIR	Q9H7M9
OR6Y1	Q8NGX8
B3GALT2	O43825
B3GALT1	Q9Y5Z6
MYOG	P15173
TMC1	Q8TDI8
MYOC	Q99972
MYOF	Q9NZM1
TMC8	Q8IU68
TMC7	Q7Z402
TMC6	Q7Z403
TMC5	XP_005255642
TMC4	Q7Z404
OR6X1	Q8NH79
MYOT	Q9UBF9
TMF1	P82094
OVCA2	Q8WZ82
AXDND1	Q5T1B0
GGA2	Q9UJY4
GGA1	Q9UJY5
GGA3	Q9NZ52
TCOF1	Q13428
ATRNL1	Q5VV63
BYSL	Q13895
OR6V1	Q8N148
RPL22L1	Q6P5R6
ZC3HAV1L	Q96H79
YY1	P25490
YY2	O15391
KIAA0895	Q8NCT3
TCP11	Q8WWU5
TCP10	Q12799
ZFP69B	Q9UJL9
TNNI3K	Q59H18
MYT1	Q01538
SAP30	O75446
SAP25	Q8TEE9
TACSTD2	P09758
B3GALT4	O96024
B3GALT6	Q96L58
B3GALT5	Q9Y2C3
GGCT	O75223
RGCC	Q9H4X1
GGCX	P38435
LECT2	O14960
EFCAB14	O75071
EFCAB13	Q8IY85
EFCAB12	Q6NXP0
EFCAB11	Q9BUY7
ATP7B	P35670
PDILT	Q8N807
ATP7A	Q04656
EDIL3	O43854
CTNNBL1	Q8WYA6
TMCO5A	Q8N6Q1
KSR1	Q8IVT5
OVCH1	Q7RTY7
KSR2	Q6VAB6
DDOST	P39656
NT5C3A	Q9H0P0
NT5C3B	Q969T7
OR7A5	Q15622
SNURF	Q9Y675
SEC22B	O75396
SEC22A	Q96IW7
SEC22C	Q9BRL7
SEC23A	Q15436
FOCAD	Q5VW36
SAP18	O00422
SEC23B	Q15437
ATP9B	O43861
ATP9A	O75110
SEC24B	O95487
SEC24A	O95486
NICN1	Q9BSH3
IMMT	Q16891
ATOX1	O00244
CTCFL	Q8NI51
NOVA1	P51513
DOP1B	Q9Y3R5
NOVA2	Q9UNW9
DOP1A	Q5JWR5
NT5C1A	Q9BXI3
NT5C1B	Q96P26
SEC24D	O94855
SEC24C	P53992
OR7G2	Q8NG99
OR7G1	Q8NGA0
TMEM41A	Q96HV5
PLEKHB2	Q96CS7
TMEM41B	Q5BJD5
ZAN	Q9Y493
PLEKHB1	Q9UF11
TMPO	P42167
IMP3	Q9NV31
IMP4	Q96G21
PLEKHD1	A6NEE1
PCDH10	Q9P2E7
PCDH15	Q96QU1
BRCC3	P46736
PCDH12	Q9NPG4
PCDH19	Q8TAB3
PCDH18	Q9HCL0
PCDH17	O14917
OR7D4	Q8NG98
OR7D2	Q96RA2
PAG1	Q9NWQ8
SEC31B	Q9NQW1
SEC31A	O94979
XRCC6	P12956
XRCC4	Q13426
XRCC5	P13010
PCDH20	Q8N6Y1
XRCC2	O43543
XRCC3	O43542
EAF1	Q96JC9
EAF2	Q96CJ1
XRCC1	P18887
PNMA8A	Q86V59
PNMA8B	Q9ULN7
ATP4B	P51164
ATP4A	P20648
PAEP	P09466
PAF1	Q8N7H5
RGL3	Q3MIN7
RGL4	Q8IZJ4
RGL1	Q9NZL6
OR7C2	O60412
RGL2	O15211
KIAA0825	Q8IV33
OR7C1	O76099
SHISAL2A	Q6UWV7
VSX1	Q9NZR4
VSX2	P58304
BARHL1	Q9BZE3
BARHL2	Q9NY43
BRCA1	P38398
BRCA2	P51587
ARIH2	O95376
QSOX1	O00391
ARIH1	Q9Y4X5
QSOX2	Q6ZRP7
VKORC1	Q9BQB6
NXPE3	Q969Y0
NBPF4	Q96M43
NXPE4	Q6UWF7
NBPF3	Q9H094
NBPF8	Q3BBV2
NBPF9	P0DPF3
ZFR	Q96KR1
NXPE2	Q96DL1
SORCS1	Q8WY21
ZFY	P08048
SORCS3	Q9UPU3
RGMB	Q6NW40
SORCS2	Q96PQ0
NBPF1	Q3BBV0
ZFX	P17010
RGMA	Q96B86
PNMA6A	P0CW24
MZB1	Q8WU39
INPP1	P49441
ATP23	Q9Y6H3
PAK1	Q13153
PAK6	Q9NQU5
PAK3	O75914
PAK2	Q13177
PAK5	Q9P286
PAK4	O96013
PLEKHA1	Q9HB21
PLEKHA2	Q9HB19
PLEKHA5	Q9HAU0
PLEKHA6	Q9Y2H5
PLEKHA3	Q9HB20
PLEKHA4	Q9H4M7
PLEKHA7	Q6IQ23
PLEKHA8	Q96JA3
RGP1	Q92546
DPY19L1	Q2PZI1
DPY19L2	Q6NUT2
DPY19L3	Q6ZPD9
STK17A	Q9UEE5
DPY19L4	Q7Z388
STK17B	O94768
OR7G3	Q8NG95
FHOD3	Q2V2M9
FHOD1	Q9Y613
JADE1	Q6IE81
JADE3	Q92613
KNDC1	Q76NI1
JADE2	Q9NQC1
RGS4	P49798
RGS5	O15539
RGS2	P41220
RGS3	P49796
RGS1	Q08116
PALM	O75781
GGT1	P19440
ARID2	Q68CP9
RGS8	P57771
RGS9	O75916
RGS6	P49758
RGS7	P49802
GGT2	P36268
ERVK-6	Q7LDI9
GPANK1	O95872
TMX4	Q9H1E5
TMX3	Q96JJ7
TMX2	Q9Y320
TMX1	Q9H3N1
MZF1	P28698
NXPH2	O95156
CCL3L1	P16619
YTHDC1	Q96MU7
NXPH3	O95157
YTHDC2	Q9H6S0
NXPH4	O95158
CCL3L3	P16619
PTGES3L-AARSD1	Q9BTE6
CYP11A1	P05108
NXPH1	P58417
GGT5	P36269
GGT7	Q9UJ14
GGT6	Q6P531
CACFD1	Q9UGQ2
VTA1	Q9NP79
PAN2	Q504Q3
PAN3	Q58A45
CYP11B2	P19099
CYP11B1	P15538
PICALM	Q13492
TMEM45B	Q96B21
GSK3B	P49841
GSK3A	P49840
TRIAP1	O43715
HSDL2	Q6YN16
HSDL1	Q3SXM5
ZP1	P60852
ZP3	P21754
EAPP	Q56P03
ZP2	Q05996
PAOX	Q6QHF9
ZP4	Q12836
TMEM45A	Q9NWC5
PARG	Q86W56
PARN	O95453
PARL	Q9H300
ATOH7	Q8N100
ATOH8	Q96SQ7
SMNDC1	O75940
ATOH1	Q92858
R3HDML	Q9H3Y0
CHURC1	Q8WUH1
REXO1L1P	Q8IX06
CEP170P1	Q96L14
R3HDM4	Q96D70
R3HDM1	Q15032
R3HDM2	Q9Y2K5
PATJ	Q8NI35
ARIH2OS	Q8N7S6
SYTL1	Q8IYJ3
CD3EAP	O15446
LGALS14	Q8TCE9
LGALS16	A8MUM7
SYTL5	Q8TDW5
PASK	Q96RG2
SYTL4	Q96C24
SYTL3	Q4VX76
OR5R1	Q8NH85
SYTL2	Q9HCH5
LGALS13	Q9UHV8
LGALS12	Q96DT0
LINS1	Q8NG48
CDC42SE1	Q9NRR8
SNU13	P55769
KIAA0319L	Q8IZA0
NXNL1	Q96CM4
MTHFR	P42898
OR5P3	Q8WZ94
MTHFS	P49914
INO80	Q9ULG1
OR5P2	Q8WZ92
GLUD1	P00367
GLUD2	P49448
H2AFY2	Q9P0M6
CDC42SE2	Q9NRR3
CYB561D1	Q8N8Q1
ING1	Q9UK53
CYB561D2	O14569
ING4	Q9UNL4
ING5	Q8WYH8
ING2	Q9H160
OR5W2	Q8NH69
ING3	Q9NXR8
PAXX	Q9BUH6
HSBP1	O75506
TNNC1	P63316
TNNC2	P02585
PAX4	O43316
PAWR	Q96IZ0
PAX3	P23760
PAX6	P26367
PAX5	Q02548
PAX2	Q02962
PAX1	P15863
OR5V1	Q9UGF6
INF2	Q27J81
PAX8	Q06710
PAX7	P23759
ZNF833P	Q6ZTB9
PAX9	P55771
CTDP1	Q9Y5B0
METTL7B	Q6UX53
METTL7A	Q9H8H3
RHBG	Q9H310
LGALS7B	P47929
MZT1	Q08AG7
OR5T3	Q8NGG3
KTN1	Q86UP2
OR5T2	Q8NGG2
OR5T1	Q8NG75
ZYX	Q15942
RHAG	Q02094
NOTUM	Q6P988
INHA	P05111
GHDC	Q8N2G8
BZW2	Q9Y6E2
BZW1	Q7L1Q6
TUBB8	Q3ZCM7
TUBB6	Q9BUF5
TUBB3	Q13509
TUBB1	Q9H4B7
SMARCAD1	Q9H4L7
STK32A	Q8WU08
STK32B	Q9NY57
STK32C	Q86UX6
CYB561A3	Q8NBI2
INIP	Q9NRY2
RALGAPB	Q86X10
TNIK	Q9UKE5
RHCG	Q9UBD6
METTL2B	Q6P1Q9
TNKS	O95271
METTL2A	Q96IZ6
RHEX	Q6ZWK4
ITPRIPL2	Q3MIP1
ITPRIPL1	Q6GPH6
PITRM1	Q5JRX3
CEP350	Q5VT06
TNK2	Q07912
TNK1	Q13470
RHEB	Q15382
TUBA8	Q9NY65
SCPEP1	Q9HB40
GOLGA8CP	A6NN73
METTL14	Q9HCE5
DMRTB1	Q96MA1
METTL16	Q86W50
METTL15	A6NJ78
UQCRFS1P1	P0C7P4
METTL18	O95568
METTL17	Q9H7H0
INMT	O95050
METTL23	Q86XA0
METTL22	Q9BUU2
METTL25	Q8N6Q8
TNMD	Q9H2S6
DMRTA1	Q5VZB9
DUX4L9	Q6RFH8
METTL27	Q8N6F8
METTL26	Q96S19
TNNI1	P19237
ETFRF1	Q6IPR1
TNNI2	P48788
TNNI3	P19429
CTNNAL1	Q9UBT7
GOLGA8DP	Q0D2H9
TNP2	Q05952
TNP1	P09430
HSF2BP	O75031
IGLV2-8	P01709
INSC	Q1MX18
TNS4	Q8IZW8
TNS3	Q68CZ2
TNS2	Q63HR2
TNS1	Q9HBL0
TMEM52B	Q4KMG9
SACM1L	Q9NTJ5
EBF1	Q9UH73
USP17L30	Q0WX57
EBF2	Q9HAK2
EBF3	Q9H4W6
EBF4	Q9BQW3
RUNX3	Q13761
RUNX2	Q13950
RUNX1	Q01196
OR6C6	A6NF89
OR6C4	Q8NGE1
OR6C3	Q9NZP0
OR6C2	Q9NZP2
OR6C1	Q96RD1
INTU	Q9ULD6
EBI3	Q14213
OR6B3	Q8NGW1
OR6B2	Q6IFH4
GSTT2B	P0CG30
OR6B1	O95007
TMEM50A	O95807
TMEM50B	P56557
INSR	P06213
CIDEA	O60543
CIDEB	Q9UHD4
AMMECR1	Q9Y4X0
NOTCH2NLA	Q7Z3S9
CIDEC	Q96AQ7
DMRTC1	Q5HYR2
DMRTC2	Q8IXT2
OR6A2	O95222
INVS	Q9Y283
EPB41L4B	Q9H329
UCHL1	P09936
EPB41L4A	Q9HCS5
RHOG	P84095
RHOH	Q15669
IL17RE	Q8NFR9
TUBG2	Q9NRH3
RHOF	Q9HBH0
TUBG1	P23258
UCHL3	P15374
RHOC	P08134
IL17RD	Q8NFM7
RHOD	O00212
IL17RC	Q8NAC3
UCHL5	Q9Y5K5
RHOA	P61586
IL17RB	Q9NRM6
RHOB	P62745
IL17RA	Q96F46
TNNT1	P13805
TNNT2	P45379
RHOJ	Q9H4E5
TNNT3	P45378
RHOU	Q7L0Q8
RHOV	Q96L33
RHOQ	P17081
USP17L27	Q0WX57
USP17L26	Q0WX57
USP17L29	Q0WX57
TNXB	P22105
USP17L28	Q0WX57
TNXA	Q16473
TUBD1	Q9UJT1
USP17L21	D6R901
USP17L20	D6RJB6
USP17L22	D6RA61
USP17L25	Q0WX57
PBLD	P30039
USP17L24	Q0WX57
KIAA0754	O94854
KIAA0753	Q2KHM9
RANBP2	P49792
RANBP1	P43487
USP17L15	C9J2P7
OR6F1	Q8NGZ6
USP17L18	D6R9N7
RANBP3	Q9H6Z4
USP17L17	D6RBQ6
USP17L19	D6RCP7
RANBP9	Q96S59
MTSS1L	Q765P7
USP17L10	C9JJH3
TUBE1	Q9UJT0
RANBP6	O60518
USP17L12	C9JPN9
USP17L11	C9JVI0
USP17L13	C9JLJ4
GHRH	P01286
R3HCC1	Q9Y3T6
GHRL	Q9UBU3
GOLT1B	Q9Y3E0
GOLT1A	Q6ZVE7
OR6M1	Q8NGM8
ARHGAP39	Q9C0H5
SSC4D	Q8WTU2
ARHGAP36	Q6ZRI8
ARHGAP35	Q9NRY4
ARHGAP44	Q17R89
ARHGAP42	A6NI28
ARHGAP40	Q5TG30
